<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.02.23	16:00:48.415	1.64773	1.64792			6
2024.02.23	16:00:48.645	1.64772				2
2024.02.23	16:00:49.032	1.64771				2
2024.02.23	16:00:49.154		1.64791			4
2024.02.23	16:00:49.257	1.64773				2
2024.02.23	16:00:49.371	1.64770	1.64790			6
2024.02.23	16:00:49.593	1.64773	1.64791			6
2024.02.23	16:00:49.851	1.64772				2
2024.02.23	16:00:49.952	1.64770				2
2024.02.23	16:00:50.516	1.64769				2
2024.02.23	16:00:50.636	1.64770	1.64790			6
2024.02.23	16:00:50.845	1.64769				2
2024.02.23	16:00:51.177	1.64771				2
2024.02.23	16:00:51.318	1.64769				2
2024.02.23	16:00:51.748		1.64791			4
2024.02.23	16:00:51.969	1.64770	1.64790			6
2024.02.23	16:00:52.077	1.64769				2
2024.02.23	16:00:52.301	1.64770				2
2024.02.23	16:00:52.411	1.64769	1.64789			6
2024.02.23	16:00:52.864		1.64790			4
2024.02.23	16:00:53.845	1.64770	1.64789			6
2024.02.23	16:00:53.948	1.64769				2
2024.02.23	16:00:54.156	1.64770	1.64791			6
2024.02.23	16:00:54.256	1.64772	1.64789			6
2024.02.23	16:00:54.360	1.64771				2
2024.02.23	16:00:54.474	1.64770	1.64790			6
2024.02.23	16:00:54.697		1.64789			4
2024.02.23	16:00:55.225	1.64771	1.64790			6
2024.02.23	16:00:55.332		1.64791			4
2024.02.23	16:00:55.442	1.64773				2
2024.02.23	16:00:55.550		1.64793			4
2024.02.23	16:00:55.660		1.64792			4
2024.02.23	16:00:55.760	1.64775	1.64795			6
2024.02.23	16:00:55.863	1.64776	1.64796			6
2024.02.23	16:00:56.434	1.64775				2
2024.02.23	16:00:56.850	1.64776				2
2024.02.23	16:00:56.968		1.64795			4
2024.02.23	16:00:57.078	1.64775				2
2024.02.23	16:00:57.197		1.64796			4
2024.02.23	16:00:57.545	1.64773	1.64794			6
2024.02.23	16:00:57.645		1.64792			4
2024.02.23	16:00:57.848	1.64772	1.64791			6
2024.02.23	16:00:58.064		1.64792			4
2024.02.23	16:00:58.219	1.64771	1.64793			6
2024.02.23	16:00:58.554	1.64772	1.64792			6
2024.02.23	16:00:58.656	1.64771				2
2024.02.23	16:00:58.789		1.64791			4
2024.02.23	16:00:58.928	1.64770				2
2024.02.23	16:00:59.373	1.64776	1.64790			6
2024.02.23	16:00:59.488	1.64773				2
2024.02.23	16:00:59.628		1.64791			4
2024.02.23	16:01:00.181	1.64771				2
2024.02.23	16:01:00.285	1.64772	1.64790			6
2024.02.23	16:01:00.626	1.64770				2
2024.02.23	16:01:00.985	1.64772	1.64792			6
2024.02.23	16:01:01.085	1.64771				2
2024.02.23	16:01:01.206		1.64791			4
2024.02.23	16:01:01.325	1.64770	1.64793			6
2024.02.23	16:01:01.553	1.64771	1.64792			6
2024.02.23	16:01:01.652	1.64773	1.64791			6
2024.02.23	16:01:01.752	1.64771				2
2024.02.23	16:01:01.853	1.64769	1.64789			6
2024.02.23	16:01:01.973	1.64768				2
2024.02.23	16:01:02.075	1.64770				2
2024.02.23	16:01:02.276	1.64769				2
2024.02.23	16:01:02.627		1.64788			4
2024.02.23	16:01:02.776		1.64787			4
2024.02.23	16:01:03.275	1.64771	1.64789			6
2024.02.23	16:01:03.498	1.64770	1.64788			6
2024.02.23	16:01:03.601		1.64789			4
2024.02.23	16:01:04.477		1.64787			4
2024.02.23	16:01:04.586		1.64788			4
2024.02.23	16:01:04.802	1.64771	1.64789			6
2024.02.23	16:01:04.974		1.64790			4
2024.02.23	16:01:05.078		1.64791			4
2024.02.23	16:01:05.290		1.64792			4
2024.02.23	16:01:05.402	1.64770	1.64789			6
2024.02.23	16:01:05.508	1.64771	1.64787			6
2024.02.23	16:01:05.611	1.64768	1.64785			6
2024.02.23	16:01:05.712	1.64767	1.64783			6
2024.02.23	16:01:05.915	1.64764				2
2024.02.23	16:01:06.114		1.64784			4
2024.02.23	16:01:06.772	1.64766				2
2024.02.23	16:01:06.874	1.64765				2
2024.02.23	16:01:06.981	1.64766	1.64785			6
2024.02.23	16:01:07.185	1.64764	1.64786			6
2024.02.23	16:01:07.665		1.64784			4
2024.02.23	16:01:07.869		1.64785			4
2024.02.23	16:01:07.973	1.64765				2
2024.02.23	16:01:08.108	1.64764				2
2024.02.23	16:01:08.218		1.64786			4
2024.02.23	16:01:08.332	1.64765				2
2024.02.23	16:01:08.604	1.64764	1.64787			6
2024.02.23	16:01:08.989		1.64786			4
2024.02.23	16:01:09.095	1.64766	1.64787			6
2024.02.23	16:01:09.300		1.64786			4
2024.02.23	16:01:09.468		1.64787			4
2024.02.23	16:01:09.695	1.64767				2
2024.02.23	16:01:09.946		1.64786			4
2024.02.23	16:01:10.069	1.64765	1.64785			6
2024.02.23	16:01:10.170	1.64769	1.64786			6
2024.02.23	16:01:10.270		1.64787			4
2024.02.23	16:01:10.377	1.64766				2
2024.02.23	16:01:10.490	1.64768	1.64786			6
2024.02.23	16:01:10.603	1.64765				2
2024.02.23	16:01:10.714		1.64787			4
2024.02.23	16:01:11.411	1.64767	1.64786			6
2024.02.23	16:01:11.565		1.64787			4
2024.02.23	16:01:11.706	1.64765				2
2024.02.23	16:01:11.951	1.64764				2
2024.02.23	16:01:12.061		1.64788			4
2024.02.23	16:01:12.275	1.64765	1.64787			6
2024.02.23	16:01:12.380	1.64772	1.64792			6
2024.02.23	16:01:12.482	1.64773				2
2024.02.23	16:01:12.583	1.64775				2
2024.02.23	16:01:12.738		1.64793			4
2024.02.23	16:01:12.837	1.64773				2
2024.02.23	16:01:12.941		1.64792			4
2024.02.23	16:01:13.268	1.64772				2
2024.02.23	16:01:13.367	1.64769	1.64787			6
2024.02.23	16:01:13.920		1.64788			4
2024.02.23	16:01:14.150		1.64787			4
2024.02.23	16:01:14.261	1.64768				2
2024.02.23	16:01:14.363	1.64766	1.64786			6
2024.02.23	16:01:14.466	1.64768	1.64787			6
2024.02.23	16:01:14.569		1.64786			4
2024.02.23	16:01:14.680	1.64765	1.64782			6
2024.02.23	16:01:14.792	1.64764				2
2024.02.23	16:01:14.903	1.64768	1.64787			6
2024.02.23	16:01:15.010	1.64770				2
2024.02.23	16:01:15.215		1.64788			4
2024.02.23	16:01:15.421	1.64769	1.64787			6
2024.02.23	16:01:15.536	1.64767				2
2024.02.23	16:01:15.858	1.64768				2
2024.02.23	16:01:15.963		1.64786			4
2024.02.23	16:01:16.064	1.64765	1.64785			6
2024.02.23	16:01:16.177	1.64766				2
2024.02.23	16:01:16.433	1.64764	1.64784			6
2024.02.23	16:01:16.650	1.64763	1.64783			6
2024.02.23	16:01:16.874		1.64784			4
2024.02.23	16:01:16.976	1.64765				2
2024.02.23	16:01:17.099	1.64763	1.64783			6
2024.02.23	16:01:17.198		1.64782			4
2024.02.23	16:01:17.657	1.64765				2
2024.02.23	16:01:18.193	1.64763				2
2024.02.23	16:01:18.576	1.64766	1.64785			6
2024.02.23	16:01:19.438	1.64767				2
2024.02.23	16:01:19.886		1.64786			4
2024.02.23	16:01:20.162		1.64785			4
2024.02.23	16:01:20.387		1.64786			4
2024.02.23	16:01:20.602		1.64785			4
2024.02.23	16:01:20.833		1.64786			4
2024.02.23	16:01:21.341		1.64787			4
2024.02.23	16:01:21.699	1.64768				2
2024.02.23	16:01:21.801	1.64767	1.64788			6
2024.02.23	16:01:22.037		1.64787			4
2024.02.23	16:01:22.183	1.64768				2
2024.02.23	16:01:22.286	1.64767	1.64785			6
2024.02.23	16:01:22.388	1.64766				2
2024.02.23	16:01:22.592	1.64767				2
2024.02.23	16:01:22.849	1.64766				2
2024.02.23	16:01:23.143	1.64765	1.64786			6
2024.02.23	16:01:23.365		1.64785			4
2024.02.23	16:01:23.710	1.64764				2
2024.02.23	16:01:23.918	1.64763	1.64783			6
2024.02.23	16:01:24.020	1.64765	1.64786			6
2024.02.23	16:01:24.323		1.64785			4
2024.02.23	16:01:24.426	1.64766				2
2024.02.23	16:01:24.533	1.64765	1.64786			6
2024.02.23	16:01:24.647	1.64768	1.64787			6
2024.02.23	16:01:24.750	1.64770	1.64789			6
2024.02.23	16:01:24.977	1.64769	1.64788			6
2024.02.23	16:01:25.186		1.64789			4
2024.02.23	16:01:25.446		1.64788			4
2024.02.23	16:01:27.969	1.64768				2
2024.02.23	16:01:29.161	1.64767				2
2024.02.23	16:01:29.262	1.64769				2
2024.02.23	16:01:29.376		1.64790			4
2024.02.23	16:01:30.164		1.64791			4
2024.02.23	16:01:30.491		1.64789			4
2024.02.23	16:01:31.198	1.64766	1.64786			6
2024.02.23	16:01:31.429		1.64785			4
2024.02.23	16:01:31.533	1.64761	1.64782			6
2024.02.23	16:01:31.653		1.64781			4
2024.02.23	16:01:31.763	1.64764	1.64782			6
2024.02.23	16:01:32.289		1.64783			4
2024.02.23	16:01:32.786		1.64782			4
2024.02.23	16:01:32.924	1.64763				2
2024.02.23	16:01:33.820	1.64764				2
2024.02.23	16:01:34.248		1.64783			4
2024.02.23	16:01:34.671		1.64784			4
2024.02.23	16:01:34.773	1.64770	1.64787			6
2024.02.23	16:01:35.118	1.64771	1.64788			6
2024.02.23	16:01:35.550	1.64772				2
2024.02.23	16:01:36.275		1.64790			4
2024.02.23	16:01:36.503	1.64769	1.64791			6
2024.02.23	16:01:36.606	1.64766	1.64787			6
2024.02.23	16:01:36.717	1.64769				2
2024.02.23	16:01:37.060	1.64767				2
2024.02.23	16:01:37.162	1.64766				2
2024.02.23	16:01:37.265		1.64786			4
2024.02.23	16:01:37.466		1.64787			4
2024.02.23	16:01:37.591	1.64767				2
2024.02.23	16:01:37.692	1.64766				2
2024.02.23	16:01:37.793	1.64768				2
2024.02.23	16:01:37.894		1.64788			4
2024.02.23	16:01:37.997	1.64769	1.64789			6
2024.02.23	16:01:38.114	1.64768				2
2024.02.23	16:01:38.383	1.64770				2
2024.02.23	16:01:38.510		1.64790			4
2024.02.23	16:01:38.697	1.64767	1.64786			6
2024.02.23	16:01:39.011		1.64785			4
2024.02.23	16:01:39.332		1.64786			4
2024.02.23	16:01:39.534		1.64785			4
2024.02.23	16:01:39.975		1.64786			4
2024.02.23	16:01:40.182		1.64785			4
2024.02.23	16:01:40.426		1.64786			4
2024.02.23	16:01:40.681	1.64766				2
2024.02.23	16:01:40.803	1.64767				2
2024.02.23	16:01:41.857	1.64765				2
2024.02.23	16:01:42.641		1.64785			4
2024.02.23	16:01:43.327		1.64784			4
2024.02.23	16:01:43.465	1.64764				2
2024.02.23	16:01:43.587	1.64766	1.64786			6
2024.02.23	16:01:43.795	1.64765	1.64784			6
2024.02.23	16:01:43.897	1.64766				2
2024.02.23	16:01:44.122	1.64765				2
2024.02.23	16:01:44.223	1.64766				2
2024.02.23	16:01:44.329	1.64765				2
2024.02.23	16:01:44.428	1.64766				2
2024.02.23	16:01:44.531	1.64765				2
2024.02.23	16:01:44.631	1.64766				2
2024.02.23	16:01:46.282	1.64765				2
2024.02.23	16:01:46.389	1.64766				2
2024.02.23	16:01:46.827	1.64767				2
2024.02.23	16:01:47.124	1.64766				2
2024.02.23	16:01:47.224	1.64765	1.64787			6
2024.02.23	16:01:47.329	1.64766	1.64784			6
2024.02.23	16:01:47.436	1.64765				2
2024.02.23	16:01:48.010	1.64766	1.64785			6
2024.02.23	16:01:48.116		1.64784			4
2024.02.23	16:01:49.637	1.64765				2
2024.02.23	16:01:50.501	1.64764	1.64779			6
2024.02.23	16:01:50.603		1.64780			4
2024.02.23	16:01:50.703	1.64763	1.64782			6
2024.02.23	16:01:51.181	1.64762				2
2024.02.23	16:01:51.493	1.64763				2
2024.02.23	16:01:51.592		1.64781			4
2024.02.23	16:01:51.695	1.64764	1.64782			6
2024.02.23	16:01:52.022		1.64783			4
2024.02.23	16:01:53.086	1.64766	1.64784			6
2024.02.23	16:01:54.395	1.64765	1.64785			6
2024.02.23	16:01:54.496	1.64766				2
2024.02.23	16:01:55.327	1.64765				2
2024.02.23	16:01:55.835		1.64784			4
2024.02.23	16:01:56.119		1.64785			4
2024.02.23	16:01:57.050	1.64766				2
2024.02.23	16:01:57.149	1.64765	1.64786			6
2024.02.23	16:01:57.367	1.64766	1.64785			6
2024.02.23	16:01:57.503		1.64786			4
2024.02.23	16:01:57.608	1.64765	1.64785			6
2024.02.23	16:01:57.717	1.64766				2
2024.02.23	16:01:58.375	1.64765				2
2024.02.23	16:01:58.800	1.64766	1.64783			6
2024.02.23	16:01:58.900	1.64770	1.64786			6
2024.02.23	16:01:59.003		1.64788			4
2024.02.23	16:01:59.101	1.64769				2
2024.02.23	16:01:59.206		1.64787			4
2024.02.23	16:01:59.308	1.64766	1.64785			6
2024.02.23	16:01:59.524		1.64784			4
2024.02.23	16:01:59.739	1.64769	1.64787			6
2024.02.23	16:01:59.840	1.64768	1.64786			6
2024.02.23	16:02:00.186	1.64766	1.64784			6
2024.02.23	16:02:00.389		1.64785			4
2024.02.23	16:02:00.497		1.64786			4
2024.02.23	16:02:00.612	1.64768	1.64787			6
2024.02.23	16:02:01.119	1.64769				2
2024.02.23	16:02:01.320	1.64771	1.64789			6
2024.02.23	16:02:01.424	1.64769				2
2024.02.23	16:02:01.651	1.64771	1.64787			6
2024.02.23	16:02:01.755	1.64769				2
2024.02.23	16:02:02.488	1.64771	1.64788			6
2024.02.23	16:02:02.691	1.64770				2
2024.02.23	16:02:02.928	1.64771	1.64790			6
2024.02.23	16:02:03.034		1.64791			4
2024.02.23	16:02:03.299		1.64790			4
2024.02.23	16:02:03.761		1.64789			4
2024.02.23	16:02:03.975	1.64770				2
2024.02.23	16:02:04.596		1.64790			4
2024.02.23	16:02:04.952		1.64789			4
2024.02.23	16:02:05.167		1.64788			4
2024.02.23	16:02:05.279	1.64769	1.64787			6
2024.02.23	16:02:05.488	1.64770				2
2024.02.23	16:02:05.886		1.64788			4
2024.02.23	16:02:05.992		1.64790			4
2024.02.23	16:02:06.415	1.64771				2
2024.02.23	16:02:06.525	1.64772	1.64793			6
2024.02.23	16:02:07.286		1.64792			4
2024.02.23	16:02:07.385	1.64770	1.64790			6
2024.02.23	16:02:07.486	1.64765	1.64783			6
2024.02.23	16:02:07.591	1.64763	1.64782			6
2024.02.23	16:02:07.692		1.64780			4
2024.02.23	16:02:07.795		1.64781			4
2024.02.23	16:02:08.040		1.64780			4
2024.02.23	16:02:08.366		1.64782			4
2024.02.23	16:02:08.492	1.64765	1.64783			6
2024.02.23	16:02:08.596		1.64782			4
2024.02.23	16:02:08.696	1.64763				2
2024.02.23	16:02:08.937	1.64764				2
2024.02.23	16:02:09.210	1.64768	1.64787			6
2024.02.23	16:02:09.311	1.64769	1.64789			6
2024.02.23	16:02:09.415	1.64770	1.64790			6
2024.02.23	16:02:09.765	1.64769	1.64788			6
2024.02.23	16:02:10.157		1.64789			4
2024.02.23	16:02:10.586	1.64771	1.64790			6
2024.02.23	16:02:11.214	1.64772	1.64791			6
2024.02.23	16:02:11.314	1.64773	1.64794			6
2024.02.23	16:02:11.418	1.64772				2
2024.02.23	16:02:11.531		1.64793			4
2024.02.23	16:02:11.734		1.64794			4
2024.02.23	16:02:11.840		1.64790			4
2024.02.23	16:02:11.964		1.64791			4
2024.02.23	16:02:12.549		1.64790			4
2024.02.23	16:02:12.858	1.64771				2
2024.02.23	16:02:14.467	1.64772				2
2024.02.23	16:02:14.977	1.64766	1.64784			6
2024.02.23	16:02:15.478	1.64767	1.64786			6
2024.02.23	16:02:15.586	1.64771	1.64787			6
2024.02.23	16:02:15.793		1.64788			4
2024.02.23	16:02:15.919		1.64787			4
2024.02.23	16:02:16.038	1.64769	1.64786			6
2024.02.23	16:02:16.247		1.64787			4
2024.02.23	16:02:16.483	1.64770				2
2024.02.23	16:02:16.692		1.64788			4
2024.02.23	16:02:17.048	1.64771	1.64787			6
2024.02.23	16:02:17.370	1.64772	1.64789			6
2024.02.23	16:02:17.756	1.64773	1.64791			6
2024.02.23	16:02:17.963	1.64775	1.64794			6
2024.02.23	16:02:18.438	1.64772	1.64793			6
2024.02.23	16:02:18.545	1.64774	1.64794			6
2024.02.23	16:02:18.644	1.64767	1.64786			6
2024.02.23	16:02:18.748	1.64768	1.64787			6
2024.02.23	16:02:18.976	1.64767	1.64786			6
2024.02.23	16:02:19.439	1.64766				2
2024.02.23	16:02:20.187	1.64767				2
2024.02.23	16:02:20.883	1.64766	1.64787			6
2024.02.23	16:02:21.189		1.64786			4
2024.02.23	16:02:21.501		1.64787			4
2024.02.23	16:02:21.739	1.64767				2
2024.02.23	16:02:21.965		1.64786			4
2024.02.23	16:02:22.064		1.64787			4
2024.02.23	16:02:22.384		1.64786			4
2024.02.23	16:02:22.807	1.64768				2
2024.02.23	16:02:22.910		1.64787			4
2024.02.23	16:02:23.229		1.64786			4
2024.02.23	16:02:23.818		1.64787			4
2024.02.23	16:02:24.212		1.64786			4
2024.02.23	16:02:24.446	1.64769	1.64787			6
2024.02.23	16:02:24.794		1.64788			4
2024.02.23	16:02:24.983		1.64787			4
2024.02.23	16:02:25.372		1.64789			4
2024.02.23	16:02:25.723	1.64772	1.64792			6
2024.02.23	16:02:25.929	1.64774				2
2024.02.23	16:02:26.033		1.64793			4
2024.02.23	16:02:26.257	1.64772	1.64792			6
2024.02.23	16:02:26.449		1.64790			4
2024.02.23	16:02:26.552	1.64770				2
2024.02.23	16:02:27.114		1.64789			4
2024.02.23	16:02:27.681		1.64787			4
2024.02.23	16:02:27.782	1.64771	1.64791			6
2024.02.23	16:02:27.883	1.64772				2
2024.02.23	16:02:28.341	1.64771				2
2024.02.23	16:02:28.577	1.64772	1.64792			6
2024.02.23	16:02:29.430		1.64791			4
2024.02.23	16:02:30.083	1.64775	1.64794			6
2024.02.23	16:02:30.188	1.64772	1.64792			6
2024.02.23	16:02:31.081		1.64794			4
2024.02.23	16:02:31.293		1.64792			4
2024.02.23	16:02:31.510		1.64794			4
2024.02.23	16:02:31.801		1.64792			4
2024.02.23	16:02:32.021		1.64793			4
2024.02.23	16:02:32.168		1.64794			4
2024.02.23	16:02:33.486	1.64773	1.64793			6
2024.02.23	16:02:33.600	1.64771	1.64789			6
2024.02.23	16:02:33.703	1.64770				2
2024.02.23	16:02:33.810		1.64790			4
2024.02.23	16:02:33.931	1.64771				2
2024.02.23	16:02:34.162		1.64791			4
2024.02.23	16:02:34.408	1.64772	1.64790			6
2024.02.23	16:02:34.512	1.64771	1.64791			6
2024.02.23	16:02:34.764		1.64790			4
2024.02.23	16:02:35.189		1.64789			4
2024.02.23	16:02:35.350		1.64790			4
2024.02.23	16:02:35.455	1.64775	1.64797			6
2024.02.23	16:02:35.556	1.64776				2
2024.02.23	16:02:35.759		1.64796			4
2024.02.23	16:02:35.864	1.64777	1.64798			6
2024.02.23	16:02:36.575		1.64797			4
2024.02.23	16:02:37.249		1.64798			4
2024.02.23	16:02:37.467		1.64794			4
2024.02.23	16:02:37.686		1.64795			4
2024.02.23	16:02:37.801		1.64794			4
2024.02.23	16:02:38.138		1.64796			4
2024.02.23	16:02:38.380		1.64794			4
2024.02.23	16:02:39.287	1.64778				2
2024.02.23	16:02:39.387	1.64779	1.64796			6
2024.02.23	16:02:39.491		1.64799			4
2024.02.23	16:02:39.593	1.64780	1.64800			6
2024.02.23	16:02:39.699		1.64798			4
2024.02.23	16:02:39.821		1.64800			4
2024.02.23	16:02:39.922	1.64778	1.64797			6
2024.02.23	16:02:40.147		1.64795			4
2024.02.23	16:02:40.250		1.64794			4
2024.02.23	16:02:40.944		1.64796			4
2024.02.23	16:02:41.870	1.64779				2
2024.02.23	16:02:41.973	1.64778				2
2024.02.23	16:02:42.075	1.64780	1.64798			6
2024.02.23	16:02:42.178	1.64783	1.64801			6
2024.02.23	16:02:42.281	1.64784	1.64800			6
2024.02.23	16:02:43.233		1.64803			4
2024.02.23	16:02:43.334	1.64783				2
2024.02.23	16:02:43.441		1.64801			4
2024.02.23	16:02:43.546		1.64800			4
2024.02.23	16:02:43.871	1.64780	1.64798			6
2024.02.23	16:02:43.965	1.64779				2
2024.02.23	16:02:44.280	1.64778				2
2024.02.23	16:02:44.801	1.64779				2
2024.02.23	16:02:45.019		1.64799			4
2024.02.23	16:02:45.281		1.64798			4
2024.02.23	16:02:45.537	1.64781				2
2024.02.23	16:02:45.652	1.64780	1.64800			6
2024.02.23	16:02:45.753		1.64798			4
2024.02.23	16:02:46.061	1.64779				2
2024.02.23	16:02:46.161	1.64780				2
2024.02.23	16:02:47.083	1.64781				2
2024.02.23	16:02:47.917	1.64779				2
2024.02.23	16:02:48.350	1.64781	1.64802			6
2024.02.23	16:02:48.451	1.64779	1.64800			6
2024.02.23	16:02:49.120	1.64780	1.64802			6
2024.02.23	16:02:49.336		1.64801			4
2024.02.23	16:02:49.570		1.64799			4
2024.02.23	16:02:49.774		1.64800			4
2024.02.23	16:02:50.003		1.64798			4
2024.02.23	16:02:50.600	1.64779				2
2024.02.23	16:02:51.708	1.64780				2
2024.02.23	16:02:52.689	1.64781				2
2024.02.23	16:02:53.289	1.64780				2
2024.02.23	16:02:53.392	1.64778	1.64795			6
2024.02.23	16:02:53.497	1.64776	1.64793			6
2024.02.23	16:02:53.604	1.64777	1.64796			6
2024.02.23	16:02:53.835	1.64778				2
2024.02.23	16:02:53.942	1.64780	1.64800			6
2024.02.23	16:02:54.614	1.64779	1.64798			6
2024.02.23	16:02:54.838		1.64796			4
2024.02.23	16:02:54.937		1.64795			4
2024.02.23	16:02:55.038	1.64780	1.64798			6
2024.02.23	16:02:55.153	1.64779				2
2024.02.23	16:02:55.566	1.64780				2
2024.02.23	16:02:55.701	1.64778	1.64794			6
2024.02.23	16:02:55.802	1.64777				2
2024.02.23	16:02:56.044	1.64779	1.64795			6
2024.02.23	16:02:56.557		1.64794			4
2024.02.23	16:02:56.905	1.64780	1.64797			6
2024.02.23	16:02:57.010	1.64779	1.64798			6
2024.02.23	16:02:57.281	1.64780	1.64799			6
2024.02.23	16:02:57.386		1.64798			4
2024.02.23	16:02:57.528	1.64779	1.64796			6
2024.02.23	16:02:57.631	1.64777	1.64795			6
2024.02.23	16:02:57.732		1.64792			4
2024.02.23	16:02:57.957		1.64793			4
2024.02.23	16:02:58.098	1.64776				2
2024.02.23	16:02:58.788	1.64775	1.64792			6
2024.02.23	16:02:58.892	1.64772				2
2024.02.23	16:02:58.995		1.64790			4
2024.02.23	16:02:59.210	1.64773	1.64791			6
2024.02.23	16:02:59.669		1.64792			4
2024.02.23	16:02:59.768		1.64794			4
2024.02.23	16:03:00.221	1.64773	1.64792			6
2024.02.23	16:03:00.324	1.64772				2
2024.02.23	16:03:00.544	1.64774	1.64791			6
2024.02.23	16:03:00.645	1.64777	1.64794			6
2024.02.23	16:03:00.771	1.64778				2
2024.02.23	16:03:01.229		1.64797			4
2024.02.23	16:03:01.381	1.64777	1.64796			6
2024.02.23	16:03:01.489		1.64797			4
2024.02.23	16:03:01.908	1.64778				2
2024.02.23	16:03:02.010	1.64775	1.64792			6
2024.02.23	16:03:02.111	1.64777				2
2024.02.23	16:03:02.222	1.64774				2
2024.02.23	16:03:02.347		1.64793			4
2024.02.23	16:03:02.454	1.64776	1.64795			6
2024.02.23	16:03:02.566	1.64777				2
2024.02.23	16:03:02.668		1.64797			4
2024.02.23	16:03:02.777		1.64794			4
2024.02.23	16:03:03.712	1.64778				2
2024.02.23	16:03:05.763		1.64795			4
2024.02.23	16:03:05.875		1.64794			4
2024.02.23	16:03:06.085		1.64795			4
2024.02.23	16:03:06.193		1.64796			4
2024.02.23	16:03:06.294		1.64794			4
2024.02.23	16:03:06.539		1.64796			4
2024.02.23	16:03:06.640		1.64795			4
2024.02.23	16:03:06.881	1.64779	1.64798			6
2024.02.23	16:03:07.861		1.64795			4
2024.02.23	16:03:07.970		1.64798			4
2024.02.23	16:03:09.844		1.64796			4
2024.02.23	16:03:09.982		1.64798			4
2024.02.23	16:03:11.827		1.64796			4
2024.02.23	16:03:11.928	1.64775	1.64795			6
2024.02.23	16:03:12.131	1.64776	1.64794			6
2024.02.23	16:03:12.344		1.64793			4
2024.02.23	16:03:12.444	1.64778	1.64798			6
2024.02.23	16:03:12.651	1.64779				2
2024.02.23	16:03:12.971	1.64778	1.64794			6
2024.02.23	16:03:13.096		1.64795			4
2024.02.23	16:03:13.798		1.64794			4
2024.02.23	16:03:14.061		1.64798			4
2024.02.23	16:03:14.178		1.64794			4
2024.02.23	16:03:14.339		1.64798			4
2024.02.23	16:03:14.439	1.64779				2
2024.02.23	16:03:14.578	1.64778				2
2024.02.23	16:03:14.820		1.64796			4
2024.02.23	16:03:14.975	1.64779				2
2024.02.23	16:03:15.110	1.64778	1.64795			6
2024.02.23	16:03:15.976	1.64777	1.64794			6
2024.02.23	16:03:16.367		1.64795			4
2024.02.23	16:03:16.520		1.64794			4
2024.02.23	16:03:18.042		1.64795			4
2024.02.23	16:03:18.751		1.64794			4
2024.02.23	16:03:18.857	1.64772	1.64795			6
2024.02.23	16:03:18.959	1.64774	1.64793			6
2024.02.23	16:03:19.064	1.64772	1.64792			6
2024.02.23	16:03:19.411		1.64791			4
2024.02.23	16:03:19.513	1.64771	1.64788			6
2024.02.23	16:03:19.617	1.64770				2
2024.02.23	16:03:19.720	1.64769				2
2024.02.23	16:03:19.828	1.64770				2
2024.02.23	16:03:19.967	1.64769				2
2024.02.23	16:03:20.099	1.64770	1.64787			6
2024.02.23	16:03:20.202	1.64774	1.64789			6
2024.02.23	16:03:20.304	1.64776	1.64794			6
2024.02.23	16:03:20.521		1.64795			4
2024.02.23	16:03:20.763	1.64775				2
2024.02.23	16:03:21.078	1.64776				2
2024.02.23	16:03:21.568	1.64777				2
2024.02.23	16:03:21.897	1.64776				2
2024.02.23	16:03:22.216	1.64779				2
2024.02.23	16:03:23.399	1.64777				2
2024.02.23	16:03:24.092	1.64778				2
2024.02.23	16:03:25.659	1.64776				2
2024.02.23	16:03:26.168	1.64778				2
2024.02.23	16:03:27.052	1.64776				2
2024.02.23	16:03:27.243	1.64777				2
2024.02.23	16:03:28.418	1.64778				2
2024.02.23	16:03:29.326	1.64777				2
2024.02.23	16:03:29.687	1.64776				2
2024.02.23	16:03:31.041	1.64774	1.64791			6
2024.02.23	16:03:31.147	1.64770	1.64788			6
2024.02.23	16:03:31.256		1.64789			4
2024.02.23	16:03:31.357	1.64772	1.64790			6
2024.02.23	16:03:31.564		1.64789			4
2024.02.23	16:03:31.669	1.64771				2
2024.02.23	16:03:32.034	1.64772	1.64790			6
2024.02.23	16:03:32.135		1.64792			4
2024.02.23	16:03:32.239	1.64776	1.64796			6
2024.02.23	16:03:32.452	1.64775				2
2024.02.23	16:03:32.592	1.64776				2
2024.02.23	16:03:32.692	1.64773	1.64791			6
2024.02.23	16:03:32.795	1.64772				2
2024.02.23	16:03:32.996	1.64773				2
2024.02.23	16:03:33.417		1.64789			4
2024.02.23	16:03:33.839		1.64790			4
2024.02.23	16:03:33.961	1.64772	1.64789			6
2024.02.23	16:03:34.092		1.64790			4
2024.02.23	16:03:34.215		1.64791			4
2024.02.23	16:03:34.772		1.64790			4
2024.02.23	16:03:35.152	1.64771				2
2024.02.23	16:03:35.259	1.64770	1.64788			6
2024.02.23	16:03:35.377		1.64792			4
2024.02.23	16:03:35.483		1.64789			4
2024.02.23	16:03:35.639		1.64790			4
2024.02.23	16:03:35.744	1.64771				2
2024.02.23	16:03:36.020	1.64770				2
2024.02.23	16:03:36.349		1.64791			4
2024.02.23	16:03:36.925		1.64788			4
2024.02.23	16:03:37.030	1.64769				2
2024.02.23	16:03:37.235	1.64768				2
2024.02.23	16:03:37.363		1.64787			4
2024.02.23	16:03:37.754		1.64786			4
2024.02.23	16:03:37.856		1.64787			4
2024.02.23	16:03:38.088		1.64784			4
