<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.06	19:12:00	18.84538	18.85038	18.84358	18.84838	164	0	248
2024.02.06	19:14:00	18.84838	18.85338	18.84768	18.85128	127	0	175
2024.02.06	19:16:00	18.85128	18.85128	18.84518	18.84518	91	0	169
2024.02.06	19:18:00	18.84718	18.84858	18.84348	18.84508	93	0	160
2024.02.06	19:20:00	18.84468	18.84548	18.84028	18.84048	67	0	100
2024.02.06	19:22:00	18.83978	18.84095	18.83718	18.83808	80	0	100
2024.02.06	19:24:00	18.83808	18.84153	18.83738	18.83958	150	0	153
2024.02.06	19:26:00	18.83968	18.84213	18.83288	18.83488	199	0	201
2024.02.06	19:28:00	18.83498	18.83588	18.83138	18.83378	140	0	264
2024.02.06	19:30:00	18.83348	18.83800	18.83298	18.83458	180	0	199
2024.02.06	19:32:00	18.83468	18.83601	18.83193	18.83574	107	0	104
2024.02.06	19:34:00	18.83438	18.84238	18.83438	18.84145	99	0	149
2024.02.06	19:36:00	18.84145	18.84558	18.83798	18.84436	144	0	130
2024.02.06	19:38:00	18.84458	18.84458	18.83813	18.83918	195	0	161
2024.02.06	19:40:00	18.83908	18.84038	18.83728	18.83868	264	0	184
2024.02.06	19:42:00	18.83878	18.84578	18.83768	18.83888	399	0	224
2024.02.06	19:44:00	18.83898	18.83988	18.83198	18.83308	380	0	192
2024.02.06	19:46:00	18.83318	18.83548	18.82988	18.83528	256	0	184
2024.02.06	19:48:00	18.83548	18.83993	18.83548	18.83628	282	0	122
2024.02.06	19:50:00	18.83593	18.83863	18.83213	18.83518	443	0	179
2024.02.06	19:52:00	18.83488	18.83518	18.83088	18.83188	380	0	191
2024.02.06	19:54:00	18.83178	18.83288	18.82713	18.83058	355	0	104
2024.02.06	19:56:00	18.82998	18.83338	18.82888	18.83168	387	0	169
2024.02.06	19:58:00	18.83208	18.83288	18.83091	18.83221	217	0	200
2024.02.06	20:00:00	18.83228	18.83308	18.82938	18.82968	230	0	202
2024.02.06	20:02:00	18.82968	18.83088	18.81818	18.82968	298	0	100
2024.02.06	20:04:00	18.82958	18.83708	18.82948	18.83648	227	0	144
2024.02.06	20:06:00	18.83658	18.84876	18.83565	18.84876	210	0	155
2024.02.06	20:08:00	18.84876	18.84912	18.84563	18.84747	84	0	134
2024.02.06	20:10:00	18.84747	18.85477	18.84714	18.85313	71	0	201
2024.02.06	20:12:00	18.85409	18.85493	18.84563	18.84688	82	0	110
2024.02.06	20:14:00	18.84688	18.85908	18.84681	18.85678	98	0	104
2024.02.06	20:16:00	18.85678	18.85851	18.85318	18.85828	107	0	303
2024.02.06	20:18:00	18.85828	18.86308	18.85708	18.86298	78	0	294
2024.02.06	20:20:00	18.86298	18.86828	18.86218	18.86688	83	0	114
2024.02.06	20:22:00	18.86688	18.87813	18.86688	18.87688	74	0	100
2024.02.06	20:24:00	18.87688	18.88054	18.87688	18.87813	72	0	104
2024.02.06	20:26:00	18.87813	18.87813	18.87498	18.87572	58	0	144
2024.02.06	20:28:00	18.87572	18.87725	18.87428	18.87468	47	0	214
2024.02.06	20:30:00	18.87468	18.87628	18.86673	18.86868	118	0	100
2024.02.06	20:32:00	18.86868	18.86998	18.86308	18.86718	95	0	313
2024.02.06	20:34:00	18.86684	18.87408	18.86590	18.87228	88	0	204
2024.02.06	20:36:00	18.87228	18.87268	18.86988	18.87078	71	0	254
