<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.06	05:56:00	19.05078	19.05258	19.04948	19.05068	82	0	429
2024.02.06	05:58:00	19.05058	19.05098	19.04768	19.04968	102	0	449
2024.02.06	06:00:00	19.04978	19.04998	19.04776	19.04776	41	0	470
2024.02.06	06:02:00	19.04733	19.05028	19.04728	19.04806	13	0	284
2024.02.06	06:04:00	19.04746	19.04746	19.03868	19.03888	36	0	510
2024.02.06	06:06:00	19.03888	19.04698	19.03828	19.04238	94	0	234
2024.02.06	06:08:00	19.04248	19.04428	19.04228	19.04248	20	0	487
2024.02.06	06:10:00	19.04288	19.04388	19.04288	19.04348	12	0	701
2024.02.06	06:12:00	19.04368	19.04368	19.04239	19.04338	25	0	685
2024.02.06	06:14:00	19.04328	19.04388	19.04288	19.04308	26	0	675
2024.02.06	06:16:00	19.04278	19.04482	19.03748	19.03748	30	0	389
2024.02.06	06:18:00	19.03748	19.03748	19.02878	19.02938	70	0	294
2024.02.06	06:20:00	19.02938	19.02988	19.02878	19.02958	6	0	474
2024.02.06	06:22:00	19.02958	19.03108	19.02958	19.03018	28	0	518
2024.02.06	06:24:00	19.03018	19.03118	19.02958	19.03048	26	0	435
2024.02.06	06:26:00	19.03048	19.03048	19.02928	19.02978	4	0	341
2024.02.06	06:28:00	19.02978	19.02978	19.01648	19.01648	22	0	254
2024.02.06	06:30:00	19.01648	19.02188	19.01648	19.02128	51	0	432
2024.02.06	06:32:00	19.02138	19.02148	19.01918	19.01988	24	0	414
2024.02.06	06:34:00	19.01978	19.02158	19.01628	19.02138	49	0	404
2024.02.06	06:36:00	19.02118	19.02518	19.02118	19.02468	50	0	322
2024.02.06	06:38:00	19.02488	19.02588	19.02438	19.02588	11	0	541
2024.02.06	06:40:00	19.02578	19.02578	19.02388	19.02388	11	0	509
2024.02.06	06:42:00	19.02388	19.02388	19.02048	19.02328	45	0	379
2024.02.06	06:44:00	19.02278	19.02338	19.02148	19.02158	15	0	523
2024.02.06	06:46:00	19.02148	19.02148	19.02148	19.02148	2	0	427
2024.02.06	06:48:00	19.02148	19.02148	19.02148	19.02148	2	0	361
2024.02.06	06:50:00	19.02148	19.02148	19.01968	19.01968	3	0	414
2024.02.06	06:52:00	19.01968	19.02158	19.01828	19.01918	20	0	279
2024.02.06	06:54:00	19.01968	19.02438	19.01968	19.02428	32	0	364
2024.02.06	06:56:00	19.02418	19.02548	19.02378	19.02448	31	0	709
2024.02.06	06:58:00	19.02458	19.02518	19.02318	19.02318	27	0	723
2024.02.06	07:00:00	19.02318	19.02326	19.01518	19.01568	89	0	563
2024.02.06	07:02:00	19.01528	19.01528	18.99478	18.99551	120	0	364
2024.02.06	07:04:00	18.99621	19.00698	18.99558	19.00228	185	0	604
2024.02.06	07:06:00	19.00208	19.00588	19.00178	19.00278	170	0	638
2024.02.06	07:08:00	19.00248	19.00688	19.00248	19.00538	93	0	494
2024.02.06	07:10:00	19.00528	19.00828	19.00238	19.00818	79	0	379
2024.02.06	07:12:00	19.00838	19.01658	19.00838	19.01658	65	0	479
2024.02.06	07:14:00	19.01668	19.02258	19.00828	19.01008	81	0	206
2024.02.06	07:16:00	19.01008	19.01048	18.99678	18.99768	79	0	316
2024.02.06	07:18:00	18.99768	18.99988	18.99308	18.99658	54	0	250
2024.02.06	07:20:00	18.99658	19.00308	18.99558	18.99888	149	0	329
2024.02.06	07:22:00	18.99758	18.99988	18.99478	18.99748	51	0	268
2024.02.06	07:24:00	18.99748	19.00748	18.99748	19.00298	103	0	324
2024.02.06	07:26:00	19.00308	19.01818	19.00018	19.01818	89	0	355
2024.02.06	07:28:00	19.01874	19.02057	19.01438	19.01438	127	0	527
2024.02.06	07:30:00	19.01458	19.01688	19.01308	19.01388	83	0	464
2024.02.06	07:32:00	19.01388	19.01548	19.01138	19.01158	32	0	424
2024.02.06	07:34:00	19.01158	19.01188	19.01128	19.01128	4	0	499
2024.02.06	07:36:00	19.01148	19.01340	19.01008	19.01248	22	0	172
2024.02.06	07:38:00	19.01248	19.01278	19.01148	19.01228	6	0	110
2024.02.06	07:40:00	19.01228	19.01228	19.00842	19.01038	13	0	100
2024.02.06	07:42:00	19.01038	19.01038	19.00968	19.00968	3	0	404
2024.02.06	07:44:00	19.00968	19.00968	18.99658	19.00008	42	0	269
2024.02.06	07:46:00	19.00008	19.00498	18.99858	19.00348	38	0	189
2024.02.06	07:48:00	19.00378	19.01558	19.00378	19.01458	46	0	393
2024.02.06	07:50:00	19.01458	19.01458	19.00648	19.00658	39	0	290
2024.02.06	07:52:00	19.00658	19.01178	19.00658	19.00928	37	0	280
2024.02.06	07:54:00	19.00868	19.00868	19.00148	19.00488	34	0	104
2024.02.06	07:56:00	19.00488	19.01358	19.00138	19.00968	54	0	204
2024.02.06	07:58:00	19.00968	19.01058	18.99598	18.99728	30	0	318
2024.02.06	08:00:00	18.99668	18.99758	18.99468	18.99548	34	0	219
2024.02.06	08:02:00	18.99548	18.99618	18.99268	18.99268	37	0	104
2024.02.06	08:04:00	18.99268	19.00138	18.99268	19.00018	27	0	100
2024.02.06	08:06:00	19.00228	19.00508	19.00068	19.00398	33	0	194
2024.02.06	08:08:00	19.00368	19.00578	18.99478	18.99478	38	0	254
2024.02.06	08:10:00	18.99478	18.99618	18.99348	18.99398	13	0	309
2024.02.06	08:12:00	18.99398	19.00378	18.99398	19.00158	39	0	174
2024.02.06	08:14:00	19.00208	19.00528	18.99678	19.00458	63	0	274
2024.02.06	08:16:00	19.00458	19.00768	19.00178	19.00668	26	0	254
2024.02.06	08:18:00	19.00668	19.00748	18.99458	18.99798	67	0	104
2024.02.06	08:20:00	18.99768	18.99778	18.99128	18.99308	110	0	100
2024.02.06	08:22:00	18.99323	19.00662	18.99276	18.99958	45	0	100
2024.02.06	08:24:00	19.00008	19.00138	18.99998	19.00098	6	0	342
2024.02.06	08:26:00	19.00098	19.00346	19.00088	19.00128	6	0	100
2024.02.06	08:28:00	19.00208	19.00348	18.99918	18.99918	19	0	128
2024.02.06	08:30:00	18.99918	19.02729	18.99918	19.02688	45	0	128
2024.02.06	08:32:00	19.02688	19.02688	19.01528	19.02068	60	0	100
2024.02.06	08:34:00	19.02068	19.02382	19.01698	19.02028	70	0	304
2024.02.06	08:36:00	19.02028	19.02028	19.01518	19.01598	33	0	364
2024.02.06	08:38:00	19.01598	19.01878	19.01578	19.01578	43	0	269
2024.02.06	08:40:00	19.01578	19.01718	19.00618	19.00788	43	0	169
2024.02.06	08:42:00	19.00788	19.00918	19.00018	19.00048	32	0	202
2024.02.06	08:44:00	18.99948	19.00608	18.99948	19.00458	103	0	100
2024.02.06	08:46:00	19.00458	19.00478	19.00258	19.00408	22	0	178
2024.02.06	08:48:00	19.00408	19.00408	18.99460	18.99498	35	0	169
2024.02.06	08:50:00	18.99498	18.99688	18.96718	18.96898	103	0	100
2024.02.06	08:52:00	18.96898	18.97598	18.96031	18.97228	85	0	340
2024.02.06	08:54:00	18.97218	18.97418	18.96643	18.96938	235	0	156
2024.02.06	08:56:00	18.96968	18.99058	18.96845	18.98408	232	0	113
2024.02.06	08:58:00	18.98418	18.98778	18.98228	18.98778	203	0	156
2024.02.06	09:00:00	18.98738	18.98818	18.97188	18.97870	143	0	104
2024.02.06	09:02:00	18.97738	18.97778	18.95688	18.95702	143	0	100
2024.02.06	09:04:00	18.95702	18.97448	18.95268	18.95668	178	0	100
2024.02.06	09:06:00	18.95408	18.95618	18.93173	18.93542	209	0	122
2024.02.06	09:08:00	18.93500	18.94089	18.93469	18.93609	136	0	100
2024.02.06	09:10:00	18.93636	18.94638	18.93614	18.93888	110	0	239
2024.02.06	09:12:00	18.93888	18.95419	18.93828	18.95418	215	0	147
2024.02.06	09:14:00	18.95359	18.95768	18.94958	18.94958	171	0	100
2024.02.06	09:16:00	18.94918	18.95228	18.94560	18.94858	111	0	100
2024.02.06	09:18:00	18.94858	18.95226	18.94508	18.94581	62	0	100
2024.02.06	09:20:00	18.94581	18.95498	18.94521	18.95308	62	0	100
2024.02.06	09:22:00	18.95311	18.97020	18.95308	18.96418	207	0	104
2024.02.06	09:24:00	18.96528	18.96923	18.96258	18.96324	162	0	100
2024.02.06	09:26:00	18.96314	18.96324	18.94407	18.94558	115	0	137
2024.02.06	09:28:00	18.94577	18.95548	18.94577	18.95548	54	0	207
2024.02.06	09:30:00	18.95548	18.95548	18.94588	18.95118	143	0	197
2024.02.06	09:32:00	18.95118	18.96597	18.95088	18.96128	160	0	154
2024.02.06	09:34:00	18.96148	18.97878	18.96138	18.97688	121	0	100
2024.02.06	09:36:00	18.97688	18.97813	18.97188	18.97313	41	0	185
2024.02.06	09:38:00	18.96938	18.97298	18.96838	18.96958	72	0	188
2024.02.06	09:40:00	18.97025	18.97748	18.96768	18.97638	47	0	100
2024.02.06	09:42:00	18.97638	18.97908	18.95788	18.96348	69	0	104
2024.02.06	09:44:00	18.96348	18.96708	18.95173	18.95173	102	0	104
2024.02.06	09:46:00	18.95173	18.95219	18.94483	18.94804	98	0	100
2024.02.06	09:48:00	18.94804	18.95158	18.94239	18.94728	100	0	100
2024.02.06	09:50:00	18.94777	18.96097	18.94671	18.95447	73	0	187
2024.02.06	09:52:00	18.95447	18.95447	18.94779	18.95298	65	0	232
2024.02.06	09:54:00	18.95281	18.95638	18.95281	18.95638	29	0	100
2024.02.06	09:56:00	18.95638	18.96375	18.95608	18.96355	83	0	138
2024.02.06	09:58:00	18.96313	18.97345	18.96312	18.97302	183	0	100
2024.02.06	10:00:00	18.97313	18.98348	18.96796	18.98334	210	0	135
2024.02.06	10:02:00	18.98334	18.98693	18.97338	18.98030	266	0	146
2024.02.06	10:04:00	18.97761	18.97988	18.96967	18.97562	71	0	181
2024.02.06	10:06:00	18.97562	18.97877	18.96898	18.97718	136	0	185
2024.02.06	10:08:00	18.97718	18.98248	18.97387	18.98128	147	0	100
2024.02.06	10:10:00	18.98088	18.98568	18.97417	18.97664	122	0	104
2024.02.06	10:12:00	18.97708	18.98233	18.96888	18.97288	106	0	100
2024.02.06	10:14:00	18.97318	18.97328	18.96448	18.97018	63	0	172
2024.02.06	10:16:00	18.96938	18.96938	18.96198	18.96688	94	0	300
2024.02.06	10:18:00	18.96688	18.97338	18.96598	18.97203	125	0	120
2024.02.06	10:20:00	18.97208	18.97658	18.95719	18.96109	129	0	100
2024.02.06	10:22:00	18.96030	18.96030	18.95338	18.95829	111	0	159
2024.02.06	10:24:00	18.95830	18.96293	18.95830	18.96293	44	0	155
2024.02.06	10:26:00	18.96293	18.96457	18.95038	18.95168	132	0	107
2024.02.06	10:28:00	18.95168	18.95258	18.94538	18.94927	109	0	189
2024.02.06	10:30:00	18.94756	18.95198	18.94328	18.94388	123	0	100
2024.02.06	10:32:00	18.94398	18.94488	18.94188	18.94468	112	0	155
2024.02.06	10:34:00	18.94458	18.94458	18.94177	18.94288	58	0	165
2024.02.06	10:36:00	18.94318	18.94868	18.94278	18.94478	107	0	104
2024.02.06	10:38:00	18.94478	18.94478	18.94207	18.94412	134	0	100
2024.02.06	10:40:00	18.94412	18.95328	18.94354	18.95328	67	0	171
2024.02.06	10:42:00	18.95378	18.95827	18.95237	18.95737	156	0	100
2024.02.06	10:44:00	18.95707	18.95962	18.95504	18.95921	105	0	139
2024.02.06	10:46:00	18.95903	18.96528	18.95551	18.96448	191	0	100
2024.02.06	10:48:00	18.96405	18.96807	18.96338	18.96472	277	0	100
2024.02.06	10:50:00	18.96496	18.96657	18.95188	18.95758	268	0	100
2024.02.06	10:52:00	18.95758	18.96938	18.95548	18.96938	162	0	100
2024.02.06	10:54:00	18.96938	18.97446	18.96188	18.96188	205	0	100
2024.02.06	10:56:00	18.96188	18.97063	18.96188	18.96835	147	0	100
2024.02.06	10:58:00	18.96826	18.97892	18.96673	18.97562	211	0	100
2024.02.06	11:00:00	18.97562	18.97938	18.96478	18.96558	126	0	100
2024.02.06	11:02:00	18.96558	18.96948	18.94785	18.95088	69	0	104
2024.02.06	11:04:00	18.95072	18.95119	18.94298	18.94298	60	0	260
2024.02.06	11:06:00	18.94298	18.94928	18.94073	18.94718	41	0	100
2024.02.06	11:08:00	18.94562	18.94810	18.94408	18.94599	44	0	168
2024.02.06	11:10:00	18.94599	18.95474	18.94599	18.95298	55	0	104
2024.02.06	11:12:00	18.95298	18.95311	18.95007	18.95111	54	0	234
2024.02.06	11:14:00	18.95089	18.95089	18.93720	18.93808	87	0	100
2024.02.06	11:16:00	18.93788	18.94168	18.93228	18.93998	68	0	100
2024.02.06	11:18:00	18.93998	18.94848	18.93998	18.94524	57	0	174
2024.02.06	11:20:00	18.94524	18.94758	18.94418	18.94668	53	0	290
2024.02.06	11:22:00	18.94589	18.94758	18.94378	18.94508	18	0	238
2024.02.06	11:24:00	18.94508	18.94548	18.94353	18.94378	33	0	154
2024.02.06	11:26:00	18.94388	18.95078	18.94349	18.94767	36	0	219
2024.02.06	11:28:00	18.94607	18.94980	18.94345	18.94603	48	0	261
2024.02.06	11:30:00	18.94572	18.95258	18.94572	18.95208	56	0	100
2024.02.06	11:32:00	18.95118	18.95432	18.95028	18.95034	65	0	113
2024.02.06	11:34:00	18.94951	18.94951	18.94158	18.94158	40	0	249
2024.02.06	11:36:00	18.94258	18.94368	18.93925	18.94060	57	0	244
2024.02.06	11:38:00	18.94048	18.94218	18.93860	18.93957	36	0	192
2024.02.06	11:40:00	18.93957	18.94228	18.93898	18.94018	51	0	100
2024.02.06	11:42:00	18.94018	18.95008	18.94018	18.94803	38	0	294
2024.02.06	11:44:00	18.94773	18.94968	18.94631	18.94796	96	0	146
2024.02.06	11:46:00	18.94808	18.94938	18.93748	18.94148	75	0	174
2024.02.06	11:48:00	18.94168	18.94218	18.93151	18.93782	68	0	210
2024.02.06	11:50:00	18.94103	18.94428	18.93794	18.94135	55	0	104
2024.02.06	11:52:00	18.94135	18.94398	18.93877	18.93996	63	0	228
2024.02.06	11:54:00	18.94051	18.94848	18.94051	18.94448	77	0	226
2024.02.06	11:56:00	18.94449	18.96038	18.94449	18.96038	73	0	100
2024.02.06	11:58:00	18.96042	18.96188	18.96027	18.96092	57	0	100
2024.02.06	12:00:00	18.96121	18.96430	18.95805	18.95897	64	0	100
